Nro;ZONA;DISTRITO;PROVINCIA;CANTON;PARROQUIA;TIPO_EDUCA;AMIE;INSTITUCIO;SOSTENIMIE;JURISDICCI;MODALIDAD;RÉGIMEN;TIPOLOGIA;ZONA_INEC;NIVEL_DE_E;AÑO_DE_DO;DOTACIÓN;TIPO_DE_PR;Longitud;Latitud
383;Zona 6;03D02;CAÑAR;CAÑAR;DUCUR;Ordinario;03H00479;UNIDAD EDUCATIVA SEVERO ESPINOSA VALDIVIESO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-79,11644189;-2,458956588
384;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03514;ESCUELA DE EDUCACION BASICA FISCAL 16 DE OCTUBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,8563115;-2,178607402
385;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03517;ESCUELA DE EDUCACION BASICA FISCAL JOSE DURAN MARISTANY;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,85480749;-2,181844495
386;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03530;ESCUELA DE EDUCACION BASICA FISCAL MARIA TERESA SOLA DE ESTRADA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,83200807;-2,1548357
387;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03534;ESCUELA DE EDUCACION BASICA FISCAL GUSTAVO LEMUS RAMIREZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,84183929;-2,164139768
388;Zona 3;18D01;TUNGURAHUA;AMBATO;IZAMBA;Ordinario;18H00220;UNIDAD EDUCATIVA AMBATO DE LOS ANGELES;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;ML_Mo;BANCO MUNDIAL;-78,58570948;-1,225808266
389;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03538;ESCUELA DE EDUCACION BASICA FISCAL CIUDAD DE ZAMORA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,83515072;-2,168921845
390;Zona 3;18D05;TUNGURAHUA;SANTIAGO DE PILLARO;SAN ANDRES;Ordinario;18H00593;ANTONIO CARRILLO MOSCOSO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;ML_Mo;BANCO MUNDIAL;-78,54108011;-1,139337456
391;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03554;ESCUELA DE EDUCACION BASICA FISCAL LUIS SANCHEZ BORJA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,82585173;-2,16033273
392;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03590;ESCUELA DE EDUCACION BASICA CARLOS JULIO PEREZ PERASSO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,80139136;-2,168687111
393;Zona 6;03D02;CAÑAR;CAÑAR;GUALLETURO;Ordinario;03H00380;UNIDAD EDUCATIVA SAN FRANCISCO DE GUALLETURO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-79,15130629;-2,516723372
394;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03605;ESCUELA DE EDUCACION BASICA FISCAL GONZALO BENITEZ GOMEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,80222556;-2,171202341
395;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03672;ESCUELA DE EDUCACION BASICA FISCAL IVAN GALLEGOS DOMINGUEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,84621432;-2,176406435
396;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03690;UNIDAD EDUCATIVA FISCAL  ARTURO MUNIZAGA PALACIOS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo;BANCO MUNDIAL;-79,73452035;-2,3101679
397;Zona 6;01D08;AZUAY;SIGSIG;GIMA;Ordinario;01H01378;UNIDAD EDUCATIVA JIMA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;ML_Mo;BANCO MUNDIAL;-78,95670286;-3,19008243
398;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;09H03708;ESCUELA DE EDUCACION BASICA FICAL PABLO SANDIFORD AMADOR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,84639782;-2,168837615
399;Zona 6;14D03;MORONA SANTIAGO;LOGROÑO;LOGROÑO;Ordinario;14H00438;UNIDAD EDUCATIVA LOGROÑO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial, Educación Básica y Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-78,19913357;-2,623363326
400;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;09H03769;ESCUELA DE EDUCACION BASICA 2 DE MAYO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,6336849;-1,04585843
401;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;09H03791;UNIDAD EDUCATIVA  29 DE SEPTIEMBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-79,64781246;-1,041052782
402;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;09H03793;ESCUELA DE EDUCACION BASICA ISABEL MARIA LUQUE DE PONCE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,64125533;-1,05626317
403;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;09H03797;ESCUELA DE EDUCACION BASICA UNION EMPALMENSE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,63470223;-1,038417439
404;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;09H03798;ESCUELA DE EDUCACION BASICA CASPICARA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,64256553;-1,046510997
405;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;09H03800;UNIDAD EDUCATIVA GUAYAS Y QUIL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-79,64653199;-1,092471592
406;Zona 5;09D15;GUAYAS;EL EMPALME;EL ROSARIO;Ordinario;09H03822;UNIDAD EDUCATIVA CORONEL PEDRO VELEZ MORAN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-79,75778779;-1,008362046
407;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;09H03832;ESCUELA DE EDUCACION BASICA PEDRO J MENENDEZ NAVARRO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,63694575;-1,043470516
408;Zona 5;09D15;GUAYAS;EL EMPALME;EL ROSARIO;Ordinario;09H03844;ESCUELA DE EDUCACION BASICA VICENTE ROCAFUERTE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,76654885;-1,045716004
409;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;09H03858;ESCUELA DE EDUCACION BASICA JUAN MONTALVO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,64187068;-1,040812064
410;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;09H03860;ESCUELA DE EDUCACION BASICA SEGUNDO AUHING MEDINA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,62943566;-1,052503952
411;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;09H03866;ESCUELA DE EDUCACION BASICA RUMIÑAHUI;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,57201857;-0,985405495
412;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;09H03871;ESCUELA DE EDUCACION BASICA CIUDAD DE GUAYAQUIL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,51107717;-0,58587653
413;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;09H03875;ESCUELA DE EDUCACION BASICA  ESTADOS UNIDOS DE NORTEAMERICA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,5722355;-0,981309986
414;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;09H03921;ESCUELA DE EDUCACION BASICA DOCE DE OCTUBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,7270367;-0,934149365
415;Zona 4;13D02;MANABI;MONTECRISTI;LEONIDAS PROAÑO;Ordinario;13H04780;ESCUELA DE EDUCACIÓN BÁSICA CRISTOBAL TORO ARCENTALES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial y EGB;2026;ML_Mo;BANCO MUNDIAL;-80,6927346;-0,99400392
416;Zona 5;09D15;GUAYAS;EL EMPALME;EL ROSARIO;Ordinario;09H03969;ESCUELA DE EDUCACION BASICA PROVINCIAS UNIDAS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,79215049;-1,051342046
417;Zona 5;12D03;LOS RIOS;QUEVEDO;SAN CARLOS;Ordinario;12H00959;"ESCUELA DE EDUCACIÓN BÁSICA ""ESTENIO BURGOS GALARZA""";FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;ML_Mo;BANCO MUNDIAL;-79,43352044;-1,115275553
418;Zona 5;09D16;GUAYAS;EL TRIUNFO;EL TRIUNFO;Ordinario;09H04020;ESCUELA DE EDUCACIÓN BASICA ALEJO LASCANO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,40379208;-2,331212131
419;Zona 5;09D16;GUAYAS;EL TRIUNFO;EL TRIUNFO;Ordinario;09H04055;ESCUELA DE EDUCACIÓN BÁSICA GENERAL ANTONIO JOSÉ DE SUCRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,39791861;-2,325553162
420;Zona 5;09D16;GUAYAS;EL TRIUNFO;EL TRIUNFO;Ordinario;09H04060;ESCUELA DE EDUCACIÓN BÁSICA  JUAN MONTALVO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,40718074;-2,331939483
421;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;09H04093;ESCUELA DE EDUCACION BASICA DR OSVALDO HURTADO LARREA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,58190567;-2,152116871
422;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;09H04094;UNIDAD EDUCATIVA ARQUEOLOGO JULIO VITERI GAMBOA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-79,59565418;-2,119859036
423;Zona 5;09D17;GUAYAS;MILAGRO;CHOBO;Ordinario;09H04096;ESCUELA DE EDUCACION BASICA LEON DE FEBRES CORDERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,60641331;-2,161998097
424;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;09H04099;UNIDAD EDUCATIVA TENIENTE HUGO ORTIZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo;BANCO MUNDIAL;-79,6187189;-2,184358476
425;Zona 5;09D17;GUAYAS;MILAGRO;CORONEL ENRIQUE VALDEZ;Ordinario;09H04100;UNIDAD EDUCATIVA DR MODESTO CHAVEZ FRANCO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,59804383;-2,131745647
426;Zona 5;09D17;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;09H04116;UNIDAD EDUCATIVA PAULINO MILAN HERRERA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo;BANCO MUNDIAL;-79,57693205;-2,125015232
427;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;09H04138;ESCUELA DE EDUCACION BASICA 17 DE SEPTIEMBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,59596529;-2,123784616
428;Zona 5;09D17;GUAYAS;MILAGRO;CORONEL ENRIQUE VALDEZ;Ordinario;09H04150;ESCUELA DE EDUCACION BASICA VEINTICUATRO  DE MAYO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,60619363;-2,136573808
429;Zona 5;12D03;LOS RIOS;QUEVEDO;SAN CAMILO;Ordinario;12H00766;ESCUELA DE EDUCACIÓN BÁSICA EJÉRCITO NACIONAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial y EGB;2026;ML_Mo;BANCO MUNDIAL;-79,46136918;-1,024599276
430;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;09H04185;ESCUELA DE EDUCACION BASICA CARLOS MORENO ARIAS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,59015815;-2,133131249
431;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;09H04192;ESCUELA DE EDUCACION BASICA ROBERTO ESPINDOLA MALDONADO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,59215664;-2,120271886
432;Zona 5;09D17;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;09H04193;UNIDAD EDUCATIVA ELOY VELASQUEZ CEVALLOS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,58550465;-2,129382563
433;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;09H04199;ESCUELA DE EDUCACION BASICA EUGENIO ESPEJO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,59327854;-2,132265854
434;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;09H04208;ESCUELA DE EDUCACION BASICA MIGUEL VALVERDE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,5896675;-2,119030519
435;Zona 5;09D17;GUAYAS;MILAGRO;CORONEL ENRIQUE VALDEZ;Ordinario;09H04210;ESCUELA DE EDUCACION BASICA DR ALFREDO PEREZ GUERRERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,59984734;-2,135636423
436;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;09H04225;UNIDAD EDUCATIVA OTTO AROSEMENA GOMEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-79,58030004;-2,138431194
437;Zona 5;09D17;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;09H04229;ESCUELA DE EDUCACION BASICA HECTOR LARA ZAMBRANO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,5879159;-2,127313612
438;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;09H04230;UNIDAD EDUCATIVA SIMÓN BOLIVAR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo;BANCO MUNDIAL;-79,59412234;-2,123755798
439;Zona 5;12D06;LOS RIOS;BUENA FE;PATRICIA PILAR;Ordinario;12H01701;JAPON;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,37113044;-0,572217628
440;Zona 5;09D17;GUAYAS;MILAGRO;MARISCAL SUCRE (HUAQUES);Ordinario;09H04250;UNIDAD EDUCATIVA MARISCAL SUCRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-79,50178221;-2,109207043
441;Zona 5;09D17;GUAYAS;MILAGRO;ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA);Ordinario;09H04265;ESCUELA DE EDUCACION BASICA CARLOS BENJAMIN ROSALES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,51887017;-2,148493212
442;Zona 5;09D17;GUAYAS;MILAGRO;ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA);Ordinario;09H04266;ESCUELA DE EDUCACION BASICA JUDITH ACUÑA DE ROBLES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,51786498;-2,183746311
443;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;09H04279;ESCUELA DE EDUCACIÓN BASICA CUCALON LASSO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,61403523;-2,677496167
444;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;09H04281;ESCUELA DE EDUCACIÓN BASICA CARMEN MORA DE ENCALADA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,61276172;-2,674274892
445;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;09H04284;ESCUELA DE EDUCACIÓN BASICA NUEVE DE OCTUBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,70695387;-2,802090828
446;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;09H04296;ESCUELA DE EDUCACION BASICA GABRIELA MISTRAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,62231748;-2,678491402
447;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;09H04297;ESCUELA DE EDUCACIÓN BASICA ABDON CALDERÓN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,62268247;-2,673806766
448;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;09H04301;ESCUELA DE EDUCACIÓN BASICA MARIANO UNDA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,62168302;-2,674818621
449;Zona 5;09D12;GUAYAS;NARANJAL;JESUS MARIA;Ordinario;09H04326;ESCUELA DE EDUCACIÓN BASICA 24 DE JULIO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,55354254;-2,560565367
450;Zona 5;09D12;GUAYAS;NARANJAL;SANTA ROSA DE FLANDES;Ordinario;09H04346;ESCUELA DE EDUCACIÓN BÁSICA CARLOS JULIO AROSEMENA TOLA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,60236838;-2,598597393
451;Zona 5;09D12;GUAYAS;NARANJAL;TAURA;Ordinario;09H04350;UNIDAD EDUCATIVA NARANJAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-79,62658408;-2,384802243
452;Zona 5;09D12;GUAYAS;NARANJAL;TAURA;Ordinario;09H04360;ESCUELA DE EDUCACIÓN BÁSICA ARTURO SERRANO ARMIJOS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;ML_Mo_JE;BANCO MUNDIAL;-79,73241549;-2,311043372
453;Zona 5;09D18;GUAYAS;NARANJITO;NARANJITO;Ordinario;09H04395;UNIDAD EDUCATIVA ISMAEL PEREZ PAZMIÑO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo;BANCO MUNDIAL;-79,45953255;-2,170673144
454;Zona 5;09D18;GUAYAS;NARANJITO;NARANJITO;Ordinario;09H04422;ESCUELA DE EDUCACION BASICA CARLOS MATAMOROS JARA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,46383086;-2,169547053
455;Zona 5;09D18;GUAYAS;NARANJITO;NARANJITO;Ordinario;09H04424;ESCUELA DE EDUCACION BASICA DRA LUISA MARTIN GONZALEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,46280315;-2,172376748
456;Zona 5;12D02;LOS RIOS;PUEBLOVIEJO;SAN JUAN;Ordinario;12H00656;ESCUELA DE EDUCACION BASICA NUEVO SAN JUAN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;ML_Mo;BANCO MUNDIAL;-79,55745166;-1,630452808
457;Zona 5;09D14;GUAYAS;PEDRO CARBO;VALLE DE LA VIRGEN;Ordinario;09H04597;CENTRO DE EDUCACION INICIAL VALLE DE LA VIRGEN;Fiscal;Intercultural;Presencial;Costa;Pluridocente menor;Rural;Inicial;2026;ML_Mo_JE;BANCO MUNDIAL;-80,19521614;-1,745011998
458;Zona 5;12D06;LOS RIOS;VALENCIA;VALENCIA;Ordinario;12H01821;EL VERGEL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial y EGB;2026;ML_Mo;BANCO MUNDIAL;-79,35432623;-0,797722634
459;Zona 5;09D14;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;09H04571;ESCUELA DE EDUCACION BASICA ELENA RODRIGUEZ SOTOMAYOR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-80,25257647;-1,712423329
460;Zona 5;09D14;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;09H04579;ESCUELA DE EDUCACION BASICA JUAN MODESTO CARBO NOBOA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-80,23298048;-1,817037306
461;Zona 5;09D14;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;09H04582;UNIDAD EDUCATIVA DR CARLOS MONTEVERDE ROMERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;ML_Mo_JE;BANCO MUNDIAL;-80,23551547;-1,817780193
462;Zona 8;09D01;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H04585;ESCUELA DE EDUCACION BASICA COMPLETA FISCAL NELSON MATEUS MACIAS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;ML_Mo;BANCO MUNDIAL;-79,88360078;-2,24610925
463;Zona 5;12D02;LOS RIOS;PUEBLOVIEJO;SAN JUAN;Ordinario;12H00686;UNIDAD EDUCATIVA LEON DE FEBRES CORDERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;ML_Mo;BANCO MUNDIAL;-79,56036827;-1,623888696
