ZONA;DISTRITO;PROVINCIA;CANTON;PARROQUIA;TIPO_EDUCACION;AMIE;LONGITUD;LATITUD;INSTITUCION;SOSTENIMIENTO;JURISDICCIÓN;RÉGIMEN;ZONA INEC;NIVEL DE EDUCACIÓN;Nro, de niños y niños de 3 y 4 años (AMIE 23-24);AUX_AÑO DE DOTACIÓN;AUX_T. IE;MD_AÑO DE DOTACIÓN;MD_PARALELOS;MD_MONTO USD$;M_AÑO DE DOTACIÓN;M_TIPO DE AMBIENTE;M_MONTO USD$;JE_AÑO DE DOTACIÓN;JE_CANTIDAD;JE_MONTO USD$;Aux_IE_Material
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900615;-79.9034818699;-2.207152697;ESCUELA DE EDUCACION BASICA FISCAL ESPERANZA CAPUTI OLVERA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;109;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900617;-79.909210397;-2.20482761858;ESCUELA DE EDUCACION BASICA FISCAL REPUBLICA DE BOLIVIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900619;-79.9048737216;-2.2072445455;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL CLEMENCIA CORONEL DE PINCAY;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;900693;-79.92592458;-2.07343155246;ESCUELA DE EDUCACION BASICA FISCAL CABO II VICENTE ROSERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900700;-79.9406670028;-2.14466698949;ESCUELA DE EDUCACION BASICA FISCAL SOCIEDAD ITALIANA GARIBALDI;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;SUCRE;Ordinario;900703;-79.8962823151;-2.19918947638;ESCUELA DE EDUCACION BASICA FISCAL NUMA POMPILIO LLONA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;51;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;SUCRE;Ordinario;900706;-79.9001557271;-2.19822674424;UNIDAD EDUCATIVA FISCAL REPUBLICA DE FRANCIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;78;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900752;-79.9251557772;-2.14866294595;ESCUELA DE EDUCACION BASICA FISCAL RODRIGO CHAVEZ GONZALEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900776;-79.9261169859;-2.12676596636;ESCUELA DE EDUCACION BASICA FISCAL ANGEL AUTILIO DEL CIOPPO BECERRA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900846;-79.9675437073;-2.09289539816;ESCUELA DE EDUCACION BASICA FISCAL PACIFICA VALLE PIZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900871;-79.9125139948;-2.13492723338;ESCUELA DE EDUCACION BASICA FISCAL SIMON BOLIVAR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;150;2026;1;2026;6;17509.56;2026;6;9168.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;900872;-79.970276998;-2.00197096926;ESCUELA DE EDUCACION BASICA FISCAL DANIEL PLAZA IGLESIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900904;-79.9591767919;-2.05386977899;ESCUELA DE EDUCACION BASICA FISCAL MATILDE HIDALGO DE PROCEL;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900914;-79.9659639137;-2.11139048088;UNIDAD EDUCATIVA FISCAL  AGUSTIN CASTRO ESPINOZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;116;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;900928;-79.9290503059;-2.07343178291;UNIDAD EDUCATIVA FISCAL EDUARDO KINGMAN RIOFRIO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900929;-79.9300107536;-2.10632851163;ESCUELA DE EDUCACION BASICA FISCAL CACIQUE TOMALA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;49;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900947;-79.9546491277;-2.12722673619;ESCUELA DE EDUCACION BASICA FISCAL  ROMMEL MOSQUERA JURADO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;97;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900958;-79.9219499828;-2.1294569993;ESCUELA DE EDUCACION BASICA FISCAL JORGE ENRIQUE ADOUM;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;110;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900971;-79.9628724897;-2.10000113602;ESCUELA DE EDUCACION BASICA FISCAL  REMIGIO ROMERO Y CORDERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;93;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900984;-79.9245582745;-2.10178638251;ESCUELA DE EDUCACION FISCAL LUIS ALBERTO CHIRIBOGA ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;107;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900991;-79.9626746562;-2.12201073415;ESCUELA DE EDUCACION BASICA FISCAL BLANCA GARCIA PLAZA DE ARIAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;74;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;901008;-79.9122572645;-2.07872584769;UNIDAD EDUCATIVA FISCAL SARAH FLOR JIMENEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;118;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901013;-79.9242210046;-2.12466398147;ESCUELLA DE EDUCACION BASICA FISCAL AMARILIS FUENTES ALCIVAR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901032;-79.9239370382;-2.11779899586;ESCUELA DE EDUCACION BASICA FISCAL HUMBERTO GARCIA ORTIZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901038;-79.9214404688;-2.10038921018;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL LEOPOLDO IZQUIETA PEREZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;105;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901056;-79.9682460558;-2.10024424362;ESCUELA DE EDUCACION BASICA FISCAL LUIS FELIX LOPEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;143;2026;1;2026;6;17509.56;2026;6;9168.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901088;-79.9176210115;-2.11564597838;ESCUELA DE EDUCACION BASICA FISCAL CARLOMAGNO ANDRADE PAREDES;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;102;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901106;-79.92192556;-2.15180082904;ESCUELA DE EDUCACION BASICA FISCAL ENRIQUE VALLEJO VIVANCO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901114;-79.9129229797;-2.11917297378;ESCUELA DE EDUCACION BASICA FISCAL RAFAELA VALLEJO BARAHONA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;54;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901129;-79.9274839986;-2.18714200975;ESCUELA DE EDUCACION BASICA FISCAL LUIS BONILLA CASTILLO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;51;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901130;-79.9242210046;-2.12466398147;UNIDAD EDUCATIVA FISCAL FICOA DE MONTALVO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901182;-79.9934525373;-2.08792937367;UNIDAD EDUCATIVA  FISCAL VIOLETA LUNA CARRERA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;75;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901192;-79.8840742619;-2.12437193484;CENTRO DE EDUCACIÃ“N INICIAL FISCAL LCDA  LUPE ARROBA DE GOVEA;FISCAL;Intercultural;COSTA;Urbana;Inicial;171;2026;1;2026;7;20427.82;2026;7;10696.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901206;-79.915682729;-2.12720041385;ESCUELA DE EDUCACION BASICA FISCAL RITA LECUMBERRI;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901214;-79.935332396;-2.16005637474;ESCUELA DE EDUCACION BASICA FISCAL DR TEODORO ALVARADO OLEA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901229;-79.9529144161;-2.12629493449;ESCUELA DE EDUCACIÃ’N BASICA FISCAL FRANCISCO GARCIA AVILES;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;110;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901262;-79.9362794603;-2.15101042681;ESCUELA DE EDUCACION BASICA FISCAL CORALIA AGUIRRE DE VILLACRES;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901264;-79.9239049861;-2.14556702317;ESCUELA DE EDUCACION BASICA FISCAL DR ALFREDO PAREJA DIEZCANSECO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;150;2026;1;2026;6;17509.56;2026;6;9168.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901265;-79.9308762546;-2.14926878743;ESCUELA DE EDUCACION BASICA FISCAL DR MANUEL IGNACIO GOMEZ LINCE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901272;-79.9387959765;-2.14622298122;ESCUELA DE EDUCACION BASICA FISCAL VICENTE RAMON ROCA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901275;-79.9298790754;-2.14426505294;ESCUELA DE EDUCACION BASICA FISCAL ROSA ELENA VICUÃ‘A MUÃ‘OZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901283;-80.0082661334;-2.11505028376;CENTRO DE EDUCACION INICIAL  FISCAL LUIS ALFREDO MARTINEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;126;2026;1;2026;5;14591.30;2026;5;7640.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901294;-79.9293660133;-2.14583301837;ESCUELA DE EDUCACION BASICA FISCAL DIEGO DE NOBOA Y ARTETA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;51;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901324;-79.8918236583;-2.12275541693;ESCUELA DE EDUCACION BASICA FISCAL JOSE MIGUEL GARCIA MORENO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901334;-79.9299755561;-2.14413178859;ESCUELA DE EDUCACION BASICA FISCAL JOSE MENDOZA CUCALON;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901344;-79.9030129064;-2.12917599461;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL DON RUPERTO ARTETA MONTES;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901353;-79.9393919546;-2.15725001947;ESCUELA DE EDUCACION BASICA FISCAL ANGEL FELICISIMO ROJAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;101;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901384;-79.9375010359;-2.13668002785;UNIDAD EDUCATIVA FISCAL PROF WASHINGTON YANEZ ALOMOTO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901392;-79.9440880079;-2.13556691589;ESCUELA DE EDUCACION BASICA FISCAL LEYLA MORAN DE LADD;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;54;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901423;-79.9696481752;-2.11485030647;ESCUELA DE EDUCACION BASICA FISCAL REMIGIO CRESPO TORAL;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;108;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901465;-79.9393250196;-2.12434603889;ESCUELA DE  EDUCACION BASICA FISCAL HEROES DE TARQUI;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;26;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901479;-79.9546224438;-2.09950397543;ESCUELA DE EDUCACION  BASICA FISCAL NÃ‰STOR CAMPUZANO MENDOZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;196;2026;1;2026;7;20427.82;2026;7;10696.00;2026;1;5748.00;ML_Mo_JE
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901487;-79.8803287255;-2.13072336962;ESCUELA DE EDUCACION BASICA FISCAL REPUBLICA DE EL SALVADOR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;48;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901511;-79.9579495574;-2.10249879488;ESCUELA DE EDUCACION BASICA FISCAL MARITZA THALIA ALBAN QUIÃ‘ONEZ DE ARROBO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901521;-79.95234796;-2.10242781477;ESCUELA DE EDUCACION BASICA FISCAL HUMBERTO MORE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;105;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901554;-79.8873500849;-2.15335564974;ESCUELA DE EDUCACION BASICA FISCAL LEON DE FEBRES CORDERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;24;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901568;-79.9414800146;-2.1282460146;ESCUELA DE EDUCACION BASICA FISCAL EDUARDO ESTRELLA AGUIRRE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901574;-79.9275555542;-2.08647217238;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL ELIAS MUÃ‘OZ VICUÃ‘A;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;105;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901602;-79.9017559844;-2.18797701148;UNIDAD EDUCATIVA FISCAL CARLOS MONTEVERDE ROMERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901681;-79.8973505298;-2.12721611215;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL EMMA ESPERANZA ORTIZ BERMEO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;109;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901688;-79.9361647018;-2.08702368408;ESCUELA DE EDUCACION BASICA FISCAL MARIA EUGENIA PUIG LINCE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901697;-79.9261799643;-2.12683918928;ESCUELA DE EDUCACION BASICA FISCAL DRA MAURA CASTRO DE MARIN;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;75;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901717;-79.9239879577;-2.12880597338;ESCUELA DE EDUCACION BASICA FISCAL ELIAS RIVERO GONGORA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;105;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901745;-79.9191830296;-2.12113402808;UNIDAD EDUCATIVA FISCAL JOSE MARTINEZ QUEIROLO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;219;2026;1;2026;8;23346.08;2026;8;12224.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901752;-79.8867120758;-2.13891336185;UNIDAD EDUCATIVA FISCAL PROVINCIA DE TUNGURAHUA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901775;-79.9577935289;-2.10890448477;ESCUELA DE EDUCACION BASICA  FISCAL GUADALUPE LARRIVA GONZALEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;220;2026;1;2026;8;23346.08;2026;8;12224.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901792;-79.9657629027;-2.08561097167;ESCUELA DE EDUCACION BASICA FISCAL LUCILA ARAUJO Y GARCIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901798;-79.9611748502;-2.09618398356;UNIDAD EDUCATIVA FISCAL  FERMIN VERA ROJAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;95;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901802;-79.9346640167;-2.12537500921;ESCUELA DE EDUCACION BASICA FISCAL MARIA BARQUET DE ISAIAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901803;-79.9686368728;-2.12428928976;UNIDAD EDUCATIVA  FISCAL ADALBERTO ORTIZ QUIÃ‘ONEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;102;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901868;-79.9272777749;-2.081888847;UNIDAD EDUCATIVA FISCAL LUIS ALFREDO NOBOA ICAZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;161;2026;1;2026;6;17509.56;2026;6;9168.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901882;-79.9265689928;-2.11422103699;UNIDAD EDUCATIVA FISCAL FUERTE MILITAR HUANCAVILCA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;74;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901913;-79.936235007;-2.15274796884;UNIDAD EDUCATIVA FISCAL CLARA BRUNO DE PIANA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;URDANETA;Ordinario;901924;-79.9039996488;-2.1949162133;ESCUELA DE EDUCACION BASICA FISCAL ROSA BORJA DE IZQUIERDO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;URDANETA;Ordinario;901927;-79.9044744114;-2.19107945331;ESCUELA DE EDUCACIÃ“N BASICA  FISCAL DR. RAUL CLEMENTE HUERTA RENDON;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;76;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901948;-79.9544411576;-2.09317006857;ESCUELA DE EDUCACION BASICA FISCAL ESTADOS UNIDOS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;51;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;901;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;902005;-79.8965170763;-2.21821286884;ESCUELA DE EDUCACION BASICA COMPLETA FISCAL ANA VILLAMIL ICAZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;46;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;901;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;902013;-79.8827457603;-2.26623407806;ESCUELA DE EDUCACION BASICA FISCAL CARLOS URGILES GONZALEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;80;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
8;902;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;902018;-79.9185116277;-2.22676911289;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL ISABEL HERRERÃA HERRERÃA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;106;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;903;GUAYAS;GUAYAQUIL;GARCIA MORENO;Ordinario;902032;-79.8993340185;-2.2205228482;UNIDAD EDUCATIVA FISCAL JOSE ALFREDO LLERENA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;75;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
8;902;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;902036;-79.9246887851;-2.24984937444;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL SARGENTO GABRIEL SOLIS MOREIRA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
