Nro_;ZONA;DISTRITO;PROVINCIA;CANTÓN;PARROQUIA;TIPO_EDUCA;INSTITUCI;SOSTENIMIE;JURISDICCI;MODALIDAD;RÉGIMEN;TIPOLOGIA;ZONA_INEC;NIVEL_DE_E;AÑO_DE_DO;Tipo_de_Pr;AMIE;Longitud;Latitud
1245;Zona 7;07D01;EL ORO;PASAJE;OCHOA LEON (MATRIZ);Ordinario;ESCUELA DE EDUCACION BASICA ROGERIO ZAMORA PALACIOS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00815;-79,81361113;-3,337444857
1246;Zona 7;07D01;EL ORO;PASAJE;OCHOA LEON (MATRIZ);Ordinario;ESCUELA DE EDUCACION BASICA CIUDAD DE PASAJE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00817;-79,80416671;-3,331889303
1247;Zona 7;07D01;EL ORO;PASAJE;OCHOA LEON (MATRIZ);Ordinario;ESCUELA DE EDUCACIÓN BÁSICA ABDON CALDERON GARAICOA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00824;-79,8141385;-3,327922756
1248;Zona 7;07D01;EL ORO;PASAJE;OCHOA LEON (MATRIZ);Ordinario;ESCUELA DE EDUCACION BASICA JUAN MONTALVO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00853;-79,8061389;-3,33111148
1249;Zona 7;07D05;EL ORO;HUAQUILLAS;UNION LOJANA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA PRESIDENTE JAIME ROLDOS AGUILERA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00733;-80,2157766;-3,481092741
1250;Zona 7;11D01;LOJA;LOJA;SAN SEBASTIAN;Ordinario;ESCUELA DE EDUCACION BASICA DR EDISON CALLE LOAIZA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;11H00102;-79,21094609;-4,019090537
1251;Zona 8;09D01;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA FISCAL MERCEDES GONZÁLEZ DE MOSCOSO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H02352;-79,88895556;-2,239658689
1252;Zona 8;09D01;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA FISCAL FRANCISCO FALQUEZ AMPUERO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H02363;-79,88857548;-2,219520112
1253;Zona 8;09D01;GUAYAS;GUAYAQUIL;PUNA;Ordinario;Unidad Educativa Fiscal Juan León Mera;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;09H02816;-80,1371838;-2,825653496
1254;Zona 8;09D01;GUAYAS;GUAYAQUIL;PUNA;Ordinario;Escuela de Educación Básica Fiscal Gabriel García Márquez;FISCAL;Intercultural;PRESENCIAL;COSTA;Unidocente;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;09H02818;-79,88395272;-2,621993724
1255;Zona 8;09D01;GUAYAS;GUAYAQUIL;PUNA;Ordinario;Escuela de Educación Básica Fiscal Puerto de la Cruz;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;09H05394;-79,85740351;-2,600043244
1256;Zona 8;09D01;GUAYAS;GUAYAQUIL;PUNA;Ordinario;Unidad Educativa Fiscal Víctor Naranjo Fiallo;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;09H05623;-79,88246198;-2,514488463
1257;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;ESCUELA  DE EDUCACION BASICA FISCAL PROVINCIA DE EL ORO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H02207;-79,91449632;-2,243156131
1258;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL LUIS FELIPE HERNANDEZ TELLO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H02453;-79,9204632;-2,238384332
1259;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;UNIDAD EDUCATIVA FISCAL JAIME ROLDOS AGUILERA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;09H02526;-79,89751124;-2,257053971
1260;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;UNIDAD EDUCATIVA FISCAL LUIS PAUTA RODRIGUEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H02617;-79,92042892;-2,235959553
1261;Zona 8;09D03;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;CENTRO DE EDUCACIÓN INICIAL FISCAL ALEJANDRINA ANDRADE VALDEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial;2028;Fiscal;09H00598;-79,90946704;-2,203935194
1262;Zona 8;09D04;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;"UNIDAD EDUCATIVA FISCAL ""CORONEL LUCIANO CORAL""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;09H00188;-79,92040002;-2,198669459
1263;Zona 8;09D04;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL LEONARDO R AULESTIA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H00266;-79,91871917;-2,19470266
1264;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL HUMBERTO GARCIA ORTIZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01032;-79,92393704;-2,117798996
1265;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;RITA LECUMBERRI ESCUELA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01206;-79,91568273;-2,127200414
1266;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACIÓN BASICA FISCAL CORALIA AGUIRRE DE VILLACRES;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01262;-79,93627946;-2,151010427
1267;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL ROSA ELENA VICUÑA MUÑOZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01275;-79,92987908;-2,144265053
1268;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;UNIDAD EDUCATIVA FISCAL PROF. WASHINGTON YANEZ ALOMOTO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;09H01384;-79,93750104;-2,136680028
1269;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACION BASICA COMPLETA FISCAL  HEROES DE TARQUI;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01465;-79,93932502;-2,124346039
1270;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;UNIDAD EDUCATIVA FISCAL CARLOS MONTEVERDE ROMERO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;09H01602;-79,90175598;-2,187977011
1271;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;MAURA CASTRO DE MARIN DRA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01697;-79,92617996;-2,126839189
1272;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACION BASICA COMPLETA FISCAL ELIAS RIVERO GONGORA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01717;-79,92398796;-2,128805973
1273;Zona 8;09D06;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;UNIDAD EDUCATIVA FISCAL JOSE MARTINEZ QUEIROLO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas;2028;Fiscal;09H01745;-79,91918303;-2,121134028
1274;Zona 8;09D07;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL CACIQUE TOMALA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H00929;-79,93001075;-2,106328512
1275;Zona 8;09D07;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACION FISCAL LUIS ALBERTO CHIRIBOGA MANRIQUE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H00984;-79,92455827;-2,101786383
1276;Zona 8;09D07;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL LEOPOLDO IZQUIETA PEREZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01038;-79,92144047;-2,10038921
1277;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL CABO II VICENTE ROSERO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H00693;-79,92592458;-2,073431552
1278;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;UNIDAD EDUCATIVA FISCAL SARAH FLOR JIMENEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;09H01008;-79,91225726;-2,078725848
1279;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL EFREN AVILES PINO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente menor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H02713;-79,98250518;-2,040044417
1280;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;Unidad Educativa Fiscal “Alfredo Portaluppi Velásquez”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;09H02719;-79,93146635;-2,069716853
1281;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;UNIDAD EDUCATIVA FISCAL MODESTO WOLF PASAGUAY;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;09H02764;-79,95115623;-2,024805631
1282;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;CENTRO DE EDUCACION INICIAL CESAR ANDRADE CORDERO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H02770;-79,91324381;-2,092797803
1283;Zona 8;09D07;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL ISIDRO AYORA CUEVA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H02782;-79,9340259;-2,070672085
1284;Zona 8;09D08;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL MARITZA THALIA ALBAN QUIÑONEZ DE ARROBO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01511;-79,95794956;-2,102498795
1285;Zona 8;09D08;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL DRA. GUADALUPE LARRIVA GONZALEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H01775;-79,95779353;-2,108904485
1286;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA MARIA SOLIS DE SALAZAR;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H00422;-79,81041768;-2,215295265
1287;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA BRONISLAW WIERDAK FERAUD;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H03459;-79,82528653;-2,156366751
1288;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA LIBERTADOR SIMON BOLIVAR;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H03551;-79,81368793;-2,173029524
1289;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA ABDON CALDERON MUÑOZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H03697;-79,82480083;-2,169093798
1290;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA SANTIAGO REWOOD;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H03730;-79,81959611;-2,171820849
1291;Zona 9;17D01;PICHINCHA;QUITO;NANEGAL;Ordinario;"UNIDAD EDUCATIVA ""NANEGAL""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H01843;-78,67538687;0,135027761
1292;Zona 9;17D01;PICHINCHA;QUITO;NANEGAL;Ordinario;"UNIDAD EDUCATIVA FISCAL ""TENIENTE HUGO ORTÍZ""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H01848;-78,671861;0,172028025
1293;Zona 9;17D01;PICHINCHA;QUITO;NANEGALITO;Ordinario;UNIDAD EDUCATIVA FISCAL SAN FRANCISCO DE QUITO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H01851;-78,695028;0,070305996
1294;Zona 9;17D01;PICHINCHA;QUITO;PACTO;Ordinario;"UNIDAD EDUCATIVA ""24 DE JULIO""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H01877;-78,76550001;0,141361018
1295;Zona 9;17D01;PICHINCHA;QUITO;PACTO;Ordinario;"ESCUELA DE EDUCACIÓN BÁSICA FISCAL ""PEDRO FRANCO DÁVILA""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente menor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;17H01878;-78,91722196;0,203472018
1296;Zona 9;17D02;PICHINCHA;QUITO;LLANO CHICO;Ordinario;DR. CARLOS JUAN FINLAY;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial;2028;Fiscal;17H01827;-78,43991579;-0,132066512
1297;Zona 9;17D02;PICHINCHA;QUITO;CALDERON (CARAPUNGO);Ordinario;ANTIOQUIA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial;2028;Fiscal;17H01650;-78,42159566;-0,094674017
1298;Zona 9;17D03;PICHINCHA;QUITO;SAN ANTONIO;Ordinario;CLEMENTE VALLEJO LARREA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;17H02038;-78,44191559;-0,006064657
1299;Zona 9;17D03;PICHINCHA;QUITO;SAN JOSE DE MINAS;Ordinario;CUMANA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;17H02069;-78,41284383;0,169056342
1300;Zona 9;17D03;PICHINCHA;QUITO;EL CONDADO;Ordinario;PISULI;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H00183;-78,5148408;-0,089185318
1301;Zona 9;17D03;PICHINCHA;QUITO;EL CONDADO;Ordinario;ESCUELA DE EDUCACION BASICA  FISCAL LUIS GABRIEL TUFIÑO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H00204;-78,49831169;-0,092826759
1302;Zona 9;17D03;PICHINCHA;QUITO;EL CONDADO;Ordinario;MANUEL ABAD;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H00210;-78,50948104;-0,08535254
1303;Zona 9;17D03;PICHINCHA;QUITO;COMITE DEL PUEBLO;Ordinario;TOMAS ABEL RIVADENEIRA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H01097;-78,46707471;-0,122190328
1304;Zona 9;17D03;PICHINCHA;QUITO;CARCELEN;Ordinario;ATANASIO VITERI;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H00127;-78,46082069;-0,074873863
1305;Zona 9;17D03;PICHINCHA;QUITO;CARCELEN;Ordinario;CARLOTA JARAMILLO DE ARAUJO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H00960;-78,47380202;-0,086950004
1306;Zona 9;17D03;PICHINCHA;QUITO;CARCELEN;Ordinario;MARIA ANGELICA CARRILLO DE MATA MARTINEZ;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H00966;-78,47096476;-0,090140382
1307;Zona 9;17D04;PICHINCHA;QUITO;ITCHIMBIA;Ordinario;SANTIAGO DE GUAYAQUIL;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H00662;-78,50160928;-0,221835719
1308;Zona 9;17D04;PICHINCHA;QUITO;ITCHIMBIA;Ordinario;ODILO AGUILAR;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H00664;-78,48367859;-0,219480923
1309;Zona 9;17D04;PICHINCHA;QUITO;PUENGASI;Ordinario;UNIDAD EDUCATIVA LUCILA SANTOS DE AROSEMENA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H01698;-78,48380538;-0,2467097
1310;Zona 9;17D04;PICHINCHA;QUITO;CENTRO HISTORICO;Ordinario;GENERAL ARTIGAS;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H00794;-78,52008697;-0,219416456
1311;Zona 9;17D05;PICHINCHA;QUITO;BELISARIO QUEVEDO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA REPUBLICA DE VENEZUELA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H00875;-78,51152274;-0,198294058
1312;Zona 9;17D05;PICHINCHA;QUITO;KENNEDY;Ordinario;INSTITUCION EDUCATIVA MANUEL ADRIAN NAVARRO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H01080;-78,4805392;-0,146351537
1313;Zona 9;17D05;PICHINCHA;QUITO;LA CONCEPCION;Ordinario;UNIDAD EDUCATIVA FISCAL ROSARIO GONZÁLEZ DE MURILLO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H01350;-78,49706804;-0,144753565
1314;Zona 9;17D05;PICHINCHA;QUITO;NAYON;Ordinario;CENTRO DE EDUCACION INICIAL JUAN ENRIQUE PESTALOZZI;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente menor;Rural;Educación Inicial;2028;Fiscal;17H01864;-78,43963477;-0,156279876
1315;Zona 9;17D05;PICHINCHA;QUITO;NAYON;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA MARIA DUCHICELA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;17H01866;-78,43806956;-0,179959791
1316;Zona 9;17D05;PICHINCHA;QUITO;NAYON;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA JOSE MARIA URBINA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente menor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;17H01867;-78,42319451;-0,172745274
1317;Zona 9;17D05;PICHINCHA;QUITO;ZAMBIZA;Ordinario;UNIDAD EDUCATIVA FISCAL PEDRO LUIS CALERO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H02147;-78,44185313;-0,149058597
1318;Zona 9;17D05;PICHINCHA;QUITO;JIPIJAPA;Ordinario;UNIDAD EDUCATIVA  JUAN LARREA HOLGUíN;FISCAL;Intercultural;PRESENCIAL;SIERRA;#N/A;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H04490;-78,47081422;-0,161697707
1319;Zona 9;17D06;PICHINCHA;QUITO;LLOA;Ordinario;PICHINCHA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H01836;-78,58385862;-0,248192824
1320;Zona 9;17D06;PICHINCHA;QUITO;SAN BARTOLO;Ordinario;POLICIA NACIONAL;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H00625;-78,53222886;-0,252654387
1321;Zona 9;17D06;PICHINCHA;QUITO;LA ARGELIA;Ordinario;CAPITAN ALFONSO ARROYO AGUIRRE;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H01241;-78,5243581;-0,281007629
1322;Zona 9;17D06;PICHINCHA;QUITO;LA ARGELIA;Ordinario;NICOLAS GUILLEN;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H01268;-78,52827394;-0,290672066
1323;Zona 9;17D06;PICHINCHA;QUITO;LA FERROVIARIA;Ordinario;OTTO AROSEMENA GOMEZ;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H00988;-78,51696546;-0,253383597
1324;Zona 9;17D06;PICHINCHA;QUITO;SOLANDA;Ordinario;PLINIO ROBALINO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H00938;-78,54163256;-0,281544601
1325;Zona 9;17D07;PICHINCHA;QUITO;LA ECUATORIANA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA ERNESTO CHE GUEVARA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Inicial y EGB;2028;Fiscal;17H00451;-78,57716857;-0,328320756
1326;Zona 9;17D07;PICHINCHA;QUITO;LA ECUATORIANA;Ordinario;ANTONIO NARIÑO;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H00444;-78,5712405;-0,298327476
1327;Zona 9;17D07;PICHINCHA;QUITO;QUITUMBE;Ordinario;AURELIO BAYAS;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;17H01239;-78,53155551;-0,29625772
1328;Zona 9;17D07;PICHINCHA;QUITO;QUITUMBE;Ordinario;JORGE MANTILLA ORTEGA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;17H01377;-78,53475275;-0,292181902
1329;Zona 9;17D08;PICHINCHA;QUITO;AMAGUAÑA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA FISCAL DR LUIS EGUIGUREN;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;17H01481;-78,49451635;-0,379865471
1330;Zona 9;17D08;PICHINCHA;QUITO;AMAGUAÑA;Ordinario;CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA FISCAL AMAGUAÑA;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial;2028;Fiscal;17H01482;-78,50735679;-0,374888892
